id,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_neighbourhood,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32150948,238814725,Plat Hostel Keikyu Minowa Forest,within an hour,100%,100%,Asakusa/Ueno,6,6,Asakusa/Ueno,Taito Ku,Hostel,Hotel room,2,1,1,1,"$4,278.00",1,$0.00,1,1125,1,1,1125,1125,126,121,91,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32151107,53382064,Sui,within an hour,100%,100%,,1,1,Sumida District,Sumida Ku,Apartment,Private room,4,1,1,3,"$9,947.00",2,"$1,500.00",2,1125,2,2,1125,1125,5,5,100,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32151179,238814725,Plat Hostel Keikyu Minowa Forest,within an hour,100%,100%,Asakusa/Ueno,6,6,Asakusa/Ueno,Taito Ku,Hostel,Hotel room,2,1,1,2,"$4,290.00",1,$0.00,1,1125,1,1,1125,1125,20,19,96,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32154864,12945448,Mina,within an hour,100%,100%,Toshima District,5,5,Shibuya District,Shibuya Ku,House,Entire home/apt,9,2,3,4,"$14,051.00",6,"$2,000.00",2,1125,2,2,1125,1125,19,14,89,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169135,241166766,Tokyo Kuramae,within an hour,100%,100%,Asakusa/Ueno,13,13,Taito District,Taito Ku,Apartment,Entire home/apt,8,1.5,3,6,"$21,023.00",1,$0.00,1,16,1,1,16,16,97,83,98,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169205,73463626,Hara,within an hour,97%,100%,Chiyoda District,115,115,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,2,1,1,2,"$89,992.00",2,"$3,000.00",1,365,1,1,365,365,28,24,95,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169557,241166766,Tokyo Kuramae,within an hour,100%,100%,Asakusa/Ueno,13,13,Taito District,Taito Ku,Apartment,Entire home/apt,5,1.5,2,4,"$15,017.00",1,$0.00,1,16,1,1,16,16,84,72,96,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169695,241166766,Tokyo Kuramae,within an hour,100%,100%,Asakusa/Ueno,13,13,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,6,1.5,2,5,"$18,449.00",1,$0.00,1,16,1,1,16,16,80,67,97,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32170251,241166766,Tokyo Kuramae,within an hour,100%,100%,Asakusa/Ueno,13,13,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,6,1.5,2,5,"$18,449.00",1,$0.00,1,16,1,1,16,16,81,66,98,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32170324,241166766,Tokyo Kuramae,within an hour,100%,100%,Asakusa/Ueno,13,13,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,6,1.5,2,5,"$18,020.00",1,$0.00,1,16,1,1,16,16,92,79,96,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32170430,241166766,Tokyo Kuramae,within an hour,100%,100%,Asakusa/Ueno,13,13,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,5,1.5,1,4,"$16,947.00",1,$0.00,1,16,1,1,16,16,95,82,99,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32170487,241166766,Tokyo Kuramae,within an hour,100%,100%,Asakusa/Ueno,13,13,Taito District,Taito Ku,Apartment,Entire home/apt,11,1.5,6,10,"$24,026.00",7,"$2,500.00",1,16,1,1,16,16,77,66,97,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32171666,241372894,Luna,within an hour,100%,100%,Shinjuku District,1,1,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,7,1,2,7,"$18,020.00",3,"$4,000.00",2,31,2,2,1125,1125,43,36,92,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32172061,234477095,Vivian,within an hour,100%,100%,Katsushika District,16,16,Katsushika District,Katsushika Ku,Villa,Entire home/apt,9,2,4,4,"$29,948.00",9,"$1,500.00",2,31,2,2,31,31,1,1,100,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32172499,103176462,Nina,within an hour,90%,98%,Shinjuku District,5,5,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,6,1.5,1,4,"$30,033.00",4,"$1,500.00",1,365,1,1,365,365,7,7,90,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32172777,219995836,Saya,within an hour,100%,50%,Akasaka,2,2,Minato District,Minato Ku,Hostel,Private room,4,1,1,2,"$8,236.00",2,"$4,000.00",1,31,1,1,31,31,4,4,85,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32172953,103176462,Nina,within an hour,90%,98%,Shinjuku District,5,5,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,10,1.5,2,4,"$40,008.00",7,"$1,500.00",1,365,1,1,365,365,11,11,89,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32176723,155263140,Tomoko,within an hour,100%,100%,Shinjuku District,2,2,Shinjuku District,Shinjuku Ku,House,Entire home/apt,6,1.5,1,3,"$15,982.00",2,"$3,000.00",1,1125,1,1,1125,1125,34,25,95,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32177897,191676897,Willrise-Tokyo,within an hour,100%,97%,Suginami District,6,6,Suginami District,Suginami Ku,House,Shared room,1,1,1,1,"$2,781.00",1,$0.00,2,14,2,2,14,14,17,15,100,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32177909,191676897,Willrise-Tokyo,within an hour,100%,97%,Suginami District,6,6,Suginami District,Nakano Ku,House,Shared room,1,1,1,1,"$2,789.00",1,$0.00,2,14,2,2,14,14,15,12,99,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32182588,103176462,Nina,within an hour,90%,98%,Shinjuku District,5,5,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,5,1.5,1,3,"$30,033.00",4,"$1,500.00",1,365,1,1,365,365,20,20,84,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32182914,103176462,Nina,within an hour,90%,98%,Shinjuku District,5,5,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,9,1.5,2,4,"$40,008.00",6,"$1,500.00",1,365,1,1,365,365,21,20,88,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32182974,21425957,Hide,within an hour,100%,100%,Tsukishima,1,1,Tsukishima,Chuo Ku,House,Entire home/apt,8,1,2,4,"$59,789.00",3,"$1,000.00",1,99,1,7,99,99,10,10,96,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32192119,225641029,Genzo,within an hour,100%,100%,Asakusa/Ueno,7,7,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,6,1,1,3,"$49,984.00",1,"$1,000.00",1,365,1,1,365,365,5,3,100,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32194541,233600403,Misaki,within an hour,100%,100%,Shibuya District,3,3,Shibuya District,Shibuya Ku,Apartment,Entire home/apt,5,1,1,2,"$21,989.00",4,"$2,000.00",3,35,1,3,5,1125,55,51,96,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32195262,207024011,Ting,within an hour,100%,99%,Ikebukuro,24,24,Ikebukuro,Toshima Ku,Condominium,Entire home/apt,8,1.5,2,4,"$18,449.00",5,"$1,500.00",6,150,6,6,1125,1125,18,18,97,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32195894,,https://www.airbnb.com/users/show/208140260,,within an hour,100%,https://a0.muscache.com/im/pictures/user/964d9867-e06a-4f1f-b76c-ea1fbf4a5dec.jpg?aki_policy=profile_x_medium,Nakano District,3,"Nakano, Tokyo, Japan",Nakano District,t,Apartment,Private room,12,1,2,,"$10,000.00",4,"$1,000.00",2,1124,2,2,1124,2020-04-28,62,2020-04-25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32195949,50251074,Jun,within a few hours,100%,100%,Shibuya District,28,28,Shibuya District,Shibuya Ku,Apartment,Entire home/apt,2,1,1,2,"$12,013.00",2,$0.00,2,30,2,2,30,30,29,26,100,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32196227,50251074,Jun,within a few hours,100%,100%,Shibuya District,28,28,Shibuya District,Shinjuku Ku,Condominium,Private room,3,1,1,2,"$12,013.00",2,"$3,000.00",2,30,2,2,30,30,19,17,98,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32196380,50251074,Jun,within a few hours,100%,100%,Shibuya District,28,28,Shibuya District,Nakano Ku,Apartment,Entire home/apt,2,1,1,1,"$12,013.00",2,$0.00,2,30,2,2,30,30,20,19,93,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32196645,67661297,Masahiro,within a day,67%,100%,Koto District,3,3,Sumida District,Koto Ku,Apartment,Entire home/apt,4,2,2,4,"$13,049.00",4,"$3,000.00",2,1125,2,2,1125,1125,15,13,96,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32197426,235406925,Sayoko佐代子,within an hour,100%,100%,Sumida District,9,9,Sumida District,Sumida Ku,Apartment,Entire home/apt,6,1.5,2,2,"$21,774.00",4,"$3,000.00",1,90,1,1,90,90,22,16,95,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32197708,235406925,Sayoko佐代子,within an hour,100%,100%,Sumida District,9,9,Sumida District,Sumida Ku,Apartment,Entire home/apt,3,1.5,1,0,"$15,017.00",3,"$3,500.00",1,90,1,1,90,90,16,12,96,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199002,219636782,Yuka,within an hour,92%,99%,Ikebukuro,36,36,Ikebukuro,Toshima Ku,Apartment,Entire home/apt,6,2,2,4,"$14,051.00",6,$0.00,1,1125,1,1,1125,1125,24,19,95,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199450,210199913,Satoru,within an hour,100%,100%,Shinjuku District,10,10,Shinjuku,Shinjuku Ku,Apartment,Entire home/apt,3,1,1,2,"$11,048.00",2,"$2,500.00",2,1125,2,2,1125,1125,30,23,95,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199974,241627957,Focus Kuramae,within an hour,100%,99%,Asakusa/Ueno,8,8,Asakusa/Ueno,Taito Ku,Hostel,Shared room,1,0,1,1,"$19,951.00",1,$0.00,1,180,1,1,180,180,37,35,98,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199976,241627957,Focus Kuramae,within an hour,100%,99%,Asakusa/Ueno,8,8,Asakusa/Ueno,Taito Ku,Hostel,Shared room,1,0,1,1,"$19,951.00",1,$0.00,1,180,1,1,180,180,7,6,91,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199977,241627957,Focus Kuramae,within an hour,100%,99%,Asakusa/Ueno,8,8,Asakusa/Ueno,Taito Ku,Hostel,Private room,1,0,1,1,"$19,951.00",1,$0.00,1,180,1,1,180,180,8,7,90,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199979,241627957,Focus Kuramae,within an hour,100%,99%,Asakusa/Ueno,8,8,Asakusa/Ueno,Taito Ku,Hostel,Private room,1,0,1,1,"$19,951.00",1,$0.00,1,180,1,1,180,180,2,2,100,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199983,241627957,Focus Kuramae,within an hour,100%,99%,Asakusa/Ueno,8,8,Asakusa/Ueno,Taito Ku,Hostel,Private room,2,0,1,1,"$19,951.00",1,$0.00,1,180,1,1,180,180,16,16,94,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199984,241627957,Focus Kuramae,within an hour,100%,99%,Asakusa/Ueno,8,8,Asakusa/Ueno,Taito Ku,Hostel,Private room,2,0,1,1,"$19,951.00",1,$0.00,1,180,1,1,180,180,3,2,93,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32202350,233600403,Misaki,within an hour,100%,100%,Shibuya District,3,3,Shibuya District,Shibuya Ku,Apartment,Entire home/apt,5,1,1,2,"$20,001.00",4,"$2,000.00",3,35,1,3,5,1125,58,55,96,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32206271,27774528,Enjoy,within a few hours,100%,92%,Shibuya District,1,1,Shibuya District,Shibuya Ku,House,Entire home/apt,16,2,4,7,"$25,957.00",6,"$2,000.00",1,1125,1,1,1125,1125,29,21,85,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32212925,150370604,Jacob & Natsuka,within an hour,100%,100%,Shimokitazawa,7,7,Shimokitazawa,Setagaya Ku,Apartment,Entire home/apt,4,1,0,0,"$25,349.00",2,"$1,900.00",2,180,2,2,180,180,48,42,95,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32223868,239214145,F&B,within an hour,80%,100%,Asakusa/Ueno,9,9,Asakusa/Ueno,Taito Ku,Hostel,Hotel room,3,1.5,1,3,"$9,010.00",1,$0.00,2,1125,2,2,1125,1125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32223882,241780496,Maki,within an hour,100%,100%,Shibuya District,1,1,Shibuya District,Shibuya Ku,House,Entire home/apt,14,1,3,7,"$99,967.00",1,$0.00,2,1125,2,30,1125,1125,36,22,93,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32223922,239214145,F&B,within an hour,80%,100%,Asakusa/Ueno,9,9,Taito District,Taito Ku,Hostel,Hotel room,2,1.5,1,2,"$6,328.00",1,$0.00,2,30,2,2,30,30,1,0,100,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32224243,239214145,F&B,within an hour,80%,100%,Asakusa/Ueno,9,9,Asakusa/Ueno,Taito Ku,Hostel,Hotel room,2,1.5,1,2,"$6,328.00",1,$0.00,2,1125,2,2,1125,1125,7,6,100,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32224466,19548221,Paul,within an hour,100%,98%,Shinjuku,6,6,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,3,1,1,1,"$11,799.00",1,"$1,073.00",3,1124,2,3,1124,1124,34,23,98,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32225114,19548221,Paul,within an hour,100%,98%,Shinjuku,6,6,Shinjuku,Shinjuku Ku,Apartment,Entire home/apt,3,1,1,1,"$11,799.00",1,"$1,073.00",3,1124,2,3,1124,1124,30,24,95,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32236798,231298585,Pia,within an hour,100%,99%,Asakusa/Ueno,4,4,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,5,1,1,3,"$49,984.00",2,"$1,700.00",2,1125,2,2,1125,1125,50,37,96,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32240498,231298585,Pia,within an hour,100%,99%,Asakusa/Ueno,4,4,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,5,1,1,3,"$49,984.00",2,"$1,700.00",2,1125,2,2,1125,1125,48,40,97,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32240851,231298585,Pia,within an hour,100%,99%,Asakusa/Ueno,4,4,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,4,1,1,0,"$49,984.00",2,"$1,500.00",2,365,2,2,365,365,51,39,98,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32242873,200075258,Song Jung,within an hour,100%,89%,Shinjuku District,10,10,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,4,1,1,3,"$12,013.00",4,"$4,000.00",3,30,3,3,30,30,2,2,80,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32242976,200075258,Song Jung,within an hour,100%,89%,Shinjuku District,10,10,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,4,1,1,3,"$12,013.00",4,"$4,000.00",3,30,3,3,30,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32243069,200075258,Song Jung,within an hour,100%,89%,Shinjuku District,10,10,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,4,1,1,3,"$12,013.00",4,"$4,000.00",3,30,3,3,30,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32243193,150411219,Ryoko,within an hour,100%,100%,Shibuya District,3,3,Shibuya District,Shibuya Ku,Loft,Entire home/apt,5,1.5,2,3,"$27,995.00",3,"$2,000.00",2,180,2,5,180,180,23,17,97,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32243275,229610616,Sayoko,within an hour,100%,100%,,1,1,Sumida District,Sumida Ku,House,Private room,2,1,1,1,"$6,007.00",1,$0.00,2,1125,2,2,1125,1125,28,24,99,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32244530,200075258,Song Jung,within an hour,100%,89%,Shinjuku District,10,10,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,3,1,1,3,"$10,512.00",3,"$4,000.00",3,30,3,3,30,30,2,1,90,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32244794,31586636,Daily,within a few hours,100%,77%,Toshima District,4,4,Asakusa/Ueno,Taito Ku,Apartment,Entire home/apt,12,1.5,2,7,"$19,951.00",6,"$1,500.00",3,1125,3,3,1125,1125,3,2,93,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32245189,201500222,Kenta,within an hour,100%,100%,Bunkyo District,46,46,Asakusa/Ueno,Taito Ku,House,Entire home/apt,16,2,4,6,"$40,008.00",4,"$1,500.00",1,1125,1,1,1125,1125,57,42,87,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32245335,208549971,Yuki,N/A,N/A,N/A,,2,2,,Koto Ku,House,Private room,5,2,2,4,"$5,990.00",1,"$4,980.00",3,1125,3,3,1125,1125,1,0,40,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32245517,63307351,Yoshinobu,within an hour,100%,99%,Shibuya,6,6,Shibuya,Shibuya Ku,Apartment,Private room,3,1,1,2,"$30,033.00",1,"$3,000.00",1,1125,1,1,1125,1125,12,5,87,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32249128,29410164,JCK Residence,within an hour,100%,96%,,4,4,,Katsushika Ku,Condominium,Private room,6,1,1,5,"$13,049.00",6,$0.00,3,1125,3,3,1125,1125,20,15,94,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32251257,239022640,Jiang,N/A,N/A,100%,Asakusa/Ueno,1,1,Asakusa/Ueno,Taito Ku,House,Entire home/apt,8,1,3,4,"$24,456.00",8,"$1,000.00",30,1125,30,30,1125,1125,36,22,87,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32252158,198561190,Shin,within an hour,100%,100%,Ikebukuro,20,20,Toshima District,Toshima Ku,Condominium,Entire home/apt,3,1,1,3,"$4,290.00",1,"$1,609.00",23,1125,23,23,1125,1125,3,3,93,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32252896,207024011,Ting,within an hour,100%,99%,Ikebukuro,24,24,Toshima District,Toshima Ku,Serviced apartment,Entire home/apt,3,1.5,1,0,"$12,550.00",3,"$1,000.00",6,1125,6,6,1125,1125,1,1,100,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32271570,34016288,Mitomi House,within an hour,100%,99%,Shinjuku,5,5,Shinjuku,Shinjuku Ku,Apartment,Entire home/apt,4,1,2,4,"$12,979.00",2,"$2,500.00",1,1125,1,1,1125,1125,36,33,98,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32272398,4626879,Sam,within an hour,100%,100%,Shibuya District,17,17,Nakano District,Nakano Ku,House,Entire home/apt,10,1.5,4,9,"$32,500.00",3,"$2,500.00",2,1124,2,2,1125,1125,29,25,99,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32273238,218188314,Inori And Kenichi,within an hour,100%,100%,Shinjuku District,4,4,Toshima District,Toshima Ku,Apartment,Entire home/apt,6,1,1,2,"$149,954.00",2,"$2,000.00",1,365,1,3,365,365,16,13,94,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32275287,85301643,Omotenashi Company,within an hour,80%,100%,Shinjuku District,9,9,Shinjuku District,Shinjuku Ku,Apartment,Entire home/apt,9,1,2,5,"$24,992.00",6,$0.00,3,1125,3,3,1125,1125,3,2,93,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32277186,236746034,Xue,within an hour,100%,100%,Asakusa/Ueno,4,4,Asakusa/Ueno,Taito Ku,House,Private room,6,1,1,3,"$9,653.00",4,"$1,000.00",2,1125,2,2,1125,1125,14,6,96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32278085,95647959,Makoto And Yuki,within an hour,100%,100%,Asakusa/Ueno,5,5,Asakusa/Ueno,Taito Ku,House,Entire home/apt,5,1,1,2,"$19,951.00",4,"$3,000.00",2,180,2,30,1125,1125,56,45,100,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32280001,95647959,Makoto And Yuki,within an hour,100%,100%,Asakusa/Ueno,5,5,Asakusa/Ueno,Taito Ku,House,Entire home/apt,5,1,1,2,"$19,951.00",4,"$3,000.00",2,120,2,30,120,120,49,39,100,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32280713,95647959,Makoto And Yuki,within an hour,100%,100%,Asakusa/Ueno,5,5,Asakusa/Ueno,Taito Ku,House,Entire home/apt,5,1,1,4,"$20,001.00",4,"$3,000.00",2,180,2,30,180,180,48,41,100,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32285046,242149091,Hiro,within an hour,80%,96%,Toshima District,2,2,Toshima District,Toshima Ku,House,Entire home/apt,14,3,5,5,"$19,951.00",9,"$3,800.00",2,20,2,2,1125,1125,15,15,99,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32293229,26341212,Tombo,within an hour,100%,76%,Kita District,16,16,Arakawa District,Arakawa Ku,House,Private room,2,3,1,2,"$2,139.00",1,"$1,500.00",30,1125,30,30,1125,1125,4,4,100,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
